"HighlightRow","Edit","View Audit LOG","State (XXX)","Issue  Office  (YXXX-MWO)","Location (name)","ICAO Identifier (YXXX)","Metar  (Y or N)","TAF  (Y or N)","TTF  (Y or N)","Ceilometer  (Y or N)","Vismeter  (Y or N)","AWIS  (Y or N)","AWIS Number (area code)No.","AWIS Frequency (Mhz)","BOM  Station(xxxxxx)","Secondary  &nbsp &nbsp &nbsp &nbsp Issue Office(YXXX-MWO)","ARFOR  Area(xx)","Alternate  Aero Minima  Cloud Base(Feet)","Alternate  Aero Minima  Visibility(Meters)","Slam Minima  Cloud Base(Feet)","Slam Minima  Visibility(Meters)","A Aero Minima  Cloud Base(Feet)","A Aero Minima  Visibility(Meters)","B Aero Minima  Cloud Base(Feet)","B Aero Minima  Visibility(Meters)","C Aero Minima  Cloud Base(Feet)","C Aero Minima  Visibility(Meters)","D Aero Minima  Cloud Base(Feet)","D Aero Minima  Visibility(Meters)","Main  Runway  Orientation(Degrees Magnetic)","Secondary  Runway  Orientation(Degrees Magnetic)","Tertiary  Runway  Orientation(Degrees Magnetic)","Variation  Amount  (Degrees)","Variation  Direction  (E or W)","Aero  Height  (Feet)","AWS  (Y or N)","VIS AWR  (Y or N)","VIS SYNOP  (Y or N)","Closest Vis Obs  (Y or N)","One  Minute Data  (Y or N)","Half  Hourly   (Y or N)","Hourly  Data  (Y or N)","Present  Weather Sensor Funded  (Y or N)","Lightning  Sensor  (Y or N)","Annual  Movements","Annual  Pax","GreaterThan 30000  Pax  (Y or N)","Runway  Approach  (Y or N)","Circling  Approach  (Y or N)","International  Secondary  (Y or N)","Control  Tower  (Y or N)","International  Major  (Y or N)","Etops  Alternate  (Y or N)","TAF  Classification  (A,B,C,D,E,F,G)","TAF  Cat  (1,2,3)","AIFS TAF Aifs Id (IDXXXXXX)","TAF  issues  TAF_ISS0  (HH/HH)","TAF_ISS1  Days  (A=All)","TAF  issues  TAF_ISS2  (HH/HH)","TAF_ISS3  Days  (A=All)","TAF  issues  TAF_ISS4  (HH/HH)","TAF_ISS5  Days  (A=All)","TAF  issues  TAF_ISS6  (HH/HH)","TAF_ISS7  Days  (A=All)","Validity  (Hrs)","Update  Frequency","No of  issues","TTF_ISS1  (HH/HH)","TTF_ISS2  Days","TTF ISSue  Times  TTF_ISS3  (HH/HH)","TTF_ISS4  Days","Airport  Warning  (Y or N)","Wind  Shear  Alert  (Y or N)","Temperature  Inversion   (Y or N)","ASTAS   (Y or N)","Thunderstorm  Alert   (Y or N)","Airport  Weather  Briefing   (Issue Time Z)","Code  Grey   (Y or N)","Verbal  Briefing   (Y or N)","Aero  Latitude  (Decimal  Degrees).","Aero  Longitude  (Decimal  Degrees).","Aviation  Funded (Y or N)","Aviation  Location  Type"
"___","YMYB","LOG","QLD","YBBN-MWO","Maryborough","YMYB","N","Y","N","N","N","N","N","N","40126","","40","1292","7000","","","1172","4400","1172","4400","1262","6000","1312","7000","163","118","","10","E","38","N","N","Y","","N","N","N","N","N","2716","12039","N","Y","Y","N","N","N","N","D","2","IDQ51000","2008","A","0214","A","0820","A","1402","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-25.52083","152.70833","N","AD"
"___","YBSU","LOG","QLD","YBBN-MWO","Maroochydore/Sunshine Coast","YBSU","Y","Y","N","N","N","Y","(07) 5450 6032","N","40861","","40","1745","7000","","","1355","4400","1355","4400","1645","6000","1745","7000","132","","","11","E","15","Y","N","N","Baroon 30","N","Y","Y","N","N","5831","430714","Y","Y","Y","N","Y","N","N","B","2","IDQ50500","1806","A","0012","A","0618","A","1224","A","12","6","4","","","","","Y","N","N","N","N","N","N","Y","-26.60342","153.09104","Y","AD"
"___","YKRY","LOG","QLD","YBBN-MWO","Kingaroy","YKRY","Y","Y","N","N","N","Y","(07) 41625985","N","40922","","40","1538","4400","","","1578","4400","1578","4400","1678","6000","","","55","159","","10","E","1492","Y","N","N","Dalby 87","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDQ51400","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-26.58081","151.84101","N","AD"
"___","YHBA","LOG","QLD","YBBN-MWO","Hervey Bay","YHBA","Y","Y","N","N","N","Y","(07) 4125 4196","134.9","40405","","40","1340","6000","","","1240","4400","1240","4400","1340","6000","","","108","","","10","E","60","Y","N","N","Maryborough 28","N","N","Y","N","N","2140","31342","Y","Y","Y","N","N","N","N","B","3","IDQ51100","1806","A","0012","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-25.31881","152.8803","Y","AD"
"___","YHRN","LOG","QLD","UNKNOWN","Heron Island","YHRN","Y","N","N","N","N","N","N","N","39122","","40","","","","","-1","-1","","","","","","","","","","","","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-23.4422","151.9131","N","HLS"
"___","YBBN","LOG","QLD","YBBN-MWO","Brisbane Aero","YBBN","Y","Y","Y","Y","Y","N","ATIS","N","40842","","40","1335","7000","700","2500","1087","4400","1087","4400","1237","6000","1337","7000","16","16","","11","E","13","Y","Y","Y","","Y","Y","Y","N","Y","122277","13777687","Y","Y","Y","N","Y","Y","N","A","1","IDQ50100","1800","A","0006","A","0612","A","1218","A","30","6","4","0024","A","","","Y","Y","N","Y","Backup","06, 18","14 and 24Z","Y","-27.38889","153.11583","N","AD"
"___","YBUD","LOG","QLD","YBBN-MWO","Bundaberg","YBUD","Y","Y","N","N","N","Y","(07) 4155 1858","N","39128","","40","1223","6000","","","1093","4400","1093","4400","1203","6000","","","59","138","","10","E","107","Y","N","Y","","N","N","Y","N","N","2522","66716","Y","Y","Y","N","N","N","N","B","2","IDQ50900","1806","A","0012","A","0618","A","1224","A","12","6","4","","","","","N","N","N","N","N","N","N","Y","-24.89667","152.32306","Y","AD"
"___","YGAY","LOG","QLD","YBBN-MWO","Gayndah","YGAY","Y","Y","N","N","N","N","N","N","39066","","40","2068","6000","","","1701","4400","1701","4400","2061","6000","","","55","","","10","E","369","Y","N","N","Gayndah","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDQ51500","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-25.61522","151.62077","N","ALA"
"___","YGLA","LOG","QLD","YBRK-MO","Gladstone Aero","YGLA","Y","Y","N","Y","Y","Y","(07) 4978 5522","N","39326","YBBN-MWO","40","1611","6000","","","2016","4400","2016","4400","2016","6000","","","101","","","10","E","64","Y","N","N","Town 75","Y","Y","Y","N","N","5705","133509","Y","Y","Y","N","N","N","N","B","2","IDQ50800","1806","A","0012","A","0618","A","","","12","","3","","","","","N","N","N","N","N","N","N","Y","-23.86981","151.22274","N","AD"
"___","YBCG","LOG","QLD","YBBN-MWO","Gold Coast (Coolangatta)","YBCG","Y","Y","N","Y","Y","Y","(07) 5536 6835","N","40717","","40","1439","7000","","","1339","4400","1339","4400","1439","6000","1439","7000","139","173","","11","E","21","Y","N","N","HinzeDam 25k","Y","Y","Y","Y","Pr","20836","2502990","Y","Y","Y","Y","Y","N","N","A","2","IDW50400","1812","A","0018","A","0624","A","1206","A","18","6","4","","","","","Y","N","N","N","N","N","N","Y","-28.16111","153.51528","Y","AD"
"___","YGDI","LOG","QLD","YBBN-MWO","Goondiwindi","YGDI","N","Y","N","N","N","N","N","N","41560","","40","1216","6000","","","1106","4400","1106","4400","1206","6000","","","32","121","","11","E","714","N","N","Y","","N","N","N","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ52200","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-28.52128","150.32019","N","AD"
"___","YSGE","LOG","QLD","YBBN-MWO","St George","YSGE","Y","Y","N","N","N","N","N","N","43109","","41","1194","6000","","","","","","","","","","","111","","","10","E","656","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ52100","2008","A","0211","S,M","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-28.04976","148.5953","N","AD"
"___","YROM","LOG","QLD","YBBN-MWO","Roma","YROM","Y","Y","N","N","N","Y","(07) 4622 8665","N","43091","","41","1413","6000","","","1178","4400","1178","4400","1408","6000","","","182","92","","9","E","1032","Y","N","Y","","N","N","Y","N","N","1440","11477","N","Y","Y","N","N","N","N","C","2","IDQ51800","2008","A","0214","A","0820","A","1402","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-26.54512","148.77486","Y","AD"
"___","YLRE","LOG","QLD","YBBN-MWO","Longreach","YLRE","Y","Y","N","N","N","Y","(07) 4658 2950","N","36031","","41","1283","6000","","","1123","4400","1123","4400","1223","6000","","","39","","","7","E","627","Y","Y","Y","","Y","Y","Y","N","N","960","18126","N","Y","Y","N","N","N","N","C","2","IDQ52300","2008","A","0214","A","0820","A","1402","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-23.44583","144.28278","N","AD"
"___","YTGM","LOG","QLD","YBBN-MWO","Thargomindah","YTGM","Y","Y","N","N","N","Y","(07) 4655 3095","N","45025","","41","1357","6000","","","1127","4400","1127","4400","1337","6000","","","132","43","","8","E","433","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ52800","2008","A","0211","S,M,W,T","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-27.98635","143.8109","N","AD"
"___","YCMU","LOG","QLD","YBBN-MWO","Cunnamulla","YCMU","N","Y","N","N","N","N","N","N","","","41","1210","6000","","","1110","4400","1110","4400","1210","6000","","","121","59","","9","E","639","N","N","N","Cunamulle","N","N","N","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ52000","2008","A","0214","S,M","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-28.03006","145.62212","N","AD"
"___","YLLE","LOG","QLD","YBBN-MWO","Ballera","YLLE","Y","Y","N","N","N","Y","(07) 4655 6416","126.85","45009","","41","1205","6000","","","1105","4400","1105","4400","1205","6000","","","32","","","8","E","385","Y","N","N","Thargomindah","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDQ52900","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-27.40833","141.80833","N","AD"
"___","YQLP","LOG","QLD","YBBN-MWO","Quilpie","YQLP","N","Y","N","N","N","N","N","N","45015","","41","1325","6000","","","1095","4400","1095","4400","1325","6000","","","86","187","","8","E","655","N","N","Y","","N","N","N","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ51900","2008","W","0208","Tu","2308","M,T,F,S","","","12","","3","","","","","N","N","N","N","N","N","N","Y","-26.61667","144.25611","N","AD"
"___","YWDH","LOG","QLD","YBBN-MWO","Windorah","YWDH","N","Y","N","N","N","N","N","N","38076","","41","1208","6000","","","1108","4400","1108","4400","1208","6000","","","43","","","7","E","452","N","N","N","Windorah","N","N","N","N","N","","","N","N","Y","N","N","N","N","D","3","IDQ52600","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-25.41294","142.66731","N","ALA"
"___","YBCK","LOG","QLD","YBBN-MWO","Blackall","YBCK","Y","Y","N","N","N","N","N","N","36034","","41","1252","6000","","","1142","4400","1142","4400","1232","6000","","","59","119","","8","E","928","Y","N","N","Longreach161k/Tambo PO97k","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ52500","","M,T,W,T,F","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-24.42789","145.42855","Y","AD"
"___","YBDV","LOG","QLD","YBBN-MWO","Birdsville","YBDV","Y","Y","N","N","N","Y","(07) 4656 3399","N","38026","","41","1301","6000","","","1093","4400","1093","4400","1193","6000","","","142","33","","7","E","157","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDV52700","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-25.89889","139.35194","Y","AD"
"___","YBAR","LOG","QLD","YBBN-MWO","Barcaldine","YBAR","N","Y","N","N","N","N","N","N","","","41","1270","6000","","","1142","4400","1142","4400","1252","6000","","","9","131","","8","E","878","N","N","N","Barcaldine PO (036007)","N","N","N","N","N","","","N","N","Y","N","N","N","N","D","3","IDQ52400","2008","A","0208","S","","","","","12","6","2","","","","","N","N","N","N","N","N","N","Y","-23.56514","145.30671","N","AD"
"___","YBCV","LOG","QLD","YBBN-MWO","Charleville","YBCV","Y","Y","N","Y","Y","Y","(07) 4654 2861","N","44021","","41","1517","7000","","","1397","4400","1397","4400","1497","6000","1507","7000","128","173","","9","E","1003","Y","Y","Y","","Y","Y","Y","N","N","1144","9055","N","Y","Y","N","N","N","N","C","2","IDQ51700","2008","A","0214","A","0820","A","1402","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-26.4125","146.25694","N","AD"
"___","YBOU","LOG","QLD","YBBN-MWO","Boulia","YBOU","N","Y","N","N","N","N","N","N","38003","","43","1198","6000","","","1098","4400","1098","4400","1198","6000","","","143","","","6","E","542","N","N","Y","","N","N","N","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ54600","2008","A","0211","T,W,T,F","","","","","12 & 9","6","2","","","","","N","N","N","N","N","N","N","Y","-22.91333","139.89972","N","AD"
"___","YCNY","LOG","QLD","YBBN-MWO","Century Mine","YCNY","Y","Y","N","N","N","Y","(07) 4769 5832","135.6","29167","","43","1634","6000","","","1384","4400","1384","4400","1654","6000","","","136","","","5","E","416","Y","N","N","Burketown","N","Y","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDQ57800","2008","M,TU,W,T,F","0512","W","0212","F","","","12","","3","","","","","N","N","N","N","N","N","N","Y","-18.75333","138.70667","N","AD"
"___","YCCY","LOG","QLD","YBBN-MWO","Cloncurry","YCCY","Y","Y","N","N","N","Y","(07) 4742 1846","128.05","29141","","43","1457","6000","","","1454","4400","1454","4400","1454","6000","","","62","122","","6","E","616","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDQ54400","2008","A","0211","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-20.67306","140.50278","Y","AD"
"___","YHUG","LOG","QLD","YBBN-MWO","Hughenden","YHUG","Y","Y","N","N","N","Y","(07) 4741 1825","N","30022","","43","1447","6000","","","1287","4400","1287","4400","1447","6000","","","59","121","","7","E","1043","Y","N","N","Richmond 113","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDQ56600","2008","A","0211","M,W,F","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-20.81493","144.2252","Y","ALA"
"___","YJLC","LOG","QLD","YBBN-MWO","Julia Creek","YJLC","Y","Y","N","N","N","N","N","N","29058","","43","1236","6000","","","1126","4400","1126","4400","1226","6000","","","101","","","6","E","404","Y","N","N","Toorak 42","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDQ54700","","M,T,W,F,Sa","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-20.66837","141.72249","N","AD"
"___","YBMA","LOG","QLD","YBBN-MWO","Mount Isa","YBMA","Y","Y","N","Y","Y","Y","(07) 4743 1391","N","29127","","43","1829","7000","","","1599","4400","1599","4400","1829","6000","1829","7000","162","","","6","E","1121","Y","Y","Y","","Y","Y","Y","N","N","3596","99205","Y","Y","Y","N","N","N","N","B","2","IDQ54300","1806","A","0012","A","0618","A","1224","A","12","6","4","","","","","N","N","N","N","N","N","N","Y","-20.66639","139.48944","N","AD"
"___","YRMD","LOG","QLD","YBBN-MWO","Richmond","YRMD","Y","Y","N","N","N","Y","(07) 4741 3922","N","30161","","43","1283","6000","","","1094","4400","1094","4400","1283","6000","","","92","","","7","E","676","Y","N","N","Richmond","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ54800","","M,T,W,T,F,Sa","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-20.70203","143.11481","N","ALA"
"___","YTMO","LOG","QLD","YBBN-MWO","The Monument","YTMO","Y","Y","N","N","N","Y","(07) 4747 0387","129.2","37034","","43","1561","6000","","","1391","4400","1391","4400","1561","6000","","","140","","","6","E","949","Y","N","N","Boulia","N","N","Y","N","N","","","N","N","Y","N","N","N","N","C","3","IDQ56900","","M,TU,W,T,F","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-21.81108","139.92361","N","ALA"
"___","YTEE","LOG","QLD","YBBN-MWO","Trepell","YTEE","Y","Y","N","N","N","Y","(07) 47474593","133.5","37036","","43","1419","6000","","","1319","4400","1319","4400","1419","6000","","","138","","","6","E","891","Y","N","N","Toorak 130","N","N","Y","N","N","","","N","N","Y","N","N","N","N","C","3","IDQ57600","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-21.835","140.88833","N","ALA"
"___","YWTN","LOG","QLD","YBBN-MWO","Winton","YWTN","Y","Y","N","N","N","N","N","N","37039","","43","1212","6000","","","1312","4400","1312","4400","1312","6000","","","52","142","","7","E","638","Y","N","N","Winton  5.7","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ54500","2008","A","0508","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-22.36348","143.08561","N","AD"
"___","YOSB","LOG","QLD","","Osborne Mine","YOSB","N","N","","N","N","N","","","","","43","1245","6000","","","","","","","","","","","126","","","6","E","935","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-22.08167","140.55666","",""
"___","YCHT","LOG","QLD","YBTL-MWO","Charters Towers","YCHT","N","Y","N","N","N","N","N","N","34084","","44","1565","6000","","","","","","","","","","","8","54","","7","E","955","N","N","Y","","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDQ54900","","W,T","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-20.04314","146.27298","N","ALA"
"___","YWIS","LOG","QLD","YBRK-MO","Williamson","YWIS","Y","Y","N","N","N","Y","(07) 4937 3170","N","33195","","44","1500","8000","","","","","","","","","","","","","","9","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","D","3","IDQ55400","","D","","","","","","","","","","","","","","N","N","N","N","N","N","N","Y","-22.47333","150.17833","N","AD"
"___","YBTL","LOG","QLD","YBTL-MWO","Townsville","YBTL","Y","Y","Y","Y","Y","Y","(07) 4752 1216","133.5","32040","","44","1832","7000","900","4500","1572","4400","1572","4400","1832","6000","1832","7000","17","67","","7","E","18","Y","Y","Y","","Y","Y","Y","Y","N","16975","923389","Y","Y","Y","Y","Y","N","N","A","1","IDQ53100","1818","A","0024","A","0606","A","1212","A","24","6","4","1911","A","","","Y","Y","N","N","N","N","N","Y","-19.25472","146.77222","N","AD"
"___","YTND","LOG","QLD","UNKNOWN","Townsend Island Seaplane Base","YTND","N","N","N","N","N","N","","","","","44","","","","","-1","-1","","","","","","","","","","","","0","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","D","","IDQ57500","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-22.30475","150.4972","N","AD"
"___","YDYS","LOG","QLD","UNKNOWN","Dysart Airport","YDYS","N","N","N","N","N","N","","","","","44","","","","","-1","-1","","","","","","","138","","","8","E","670","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","D","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-22.6222","148.364","N","AD"
"___","YCMT","LOG","QLD","YBTL-MWO","Clermont","YCMT","N","Y","N","N","N","N","N","N","35124","","44","1362","6000","","","1162","4400","1162","4400","1322","6000","","","150","19","","8","E","908","N","N","N","Clermont","N","N","N","N","N","","","N","Y","Y","N","N","N","N","C","3","IDQ55100","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-22.77294","147.62063","N","AD"
"___","YBPN","LOG","QLD","YBTL-MWO","Proserpine/Whitsunday Coast","YBPN","Y","Y","N","N","N","Y","(07) 4945 5938","126.25","33247","","44","1838","7000","","","1198","4400","1198","4400","1428","6000","2078","7000","106","","","8","E","82","Y","N","Y","","N","N","Y","N","N","1246","136078","Y","Y","Y","N","N","N","N","B","3","IDQ53400","1806","A","0012","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-20.495","148.55235","Y","AD"
"___","YMRB","LOG","QLD","YBTL-MWO","Moranbah","YMRB","N","Y","N","N","N","N","N","N","34035","","44","1410","6000","","","1230","4400","1230","4400","1330","6000","","","163","","","8","E","770","N","N","N","Moranbah","N","N","N","N","N","","","N","N","Y","N","N","N","N","C","3","IDQ55000","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-22.05791","148.07756","N","AD"
"___","YBMK","LOG","QLD","YBTL-MWO","Mackay","YBMK","Y","Y","N","Y","Y","Y","(07) 4951 4437","N","33045","","44","1641","7000","","","1141","4400","1141","4400","1361","6000","1621","7000","139","","","8","E","19","Y","N","N","Mackay","N","Y","Y","N","N","7299","442200","Y","Y","Y","N","Y","N","N","B","2","IDQ53300","1806","A","0012","A","0618","A","1224","A","12","6","4","","","","","Y","N","N","N","N","N","N","Y","-21.17167","149.17444","Y","AD"
"___","YBHM","LOG","QLD","YBTL-MWO","Hamilton Island","YBHM","Y","Y","N","N","N","Y","(07) 4946 9043","N","33106","","44","1975","7000","","","1705","4400","1705","4400","1705","6000","2025","7000","135","","","8","E","15","Y","N","Y","","N","N","Y","N","N","4799","338493","Y","Y","Y","N","Y","N","N","B","3","IDQ53500","1806","A","0012","A","0618","A","1224","A","12","6","4","","","","","Y","N","N","N","N","N","N","Y","-20.35816","148.95164","Y","AD"
"___","YEML","LOG","QLD","YBTL-MWO","Emerald","YEML","Y","Y","N","Y","Y","Y","(07) 4987 7950","132.95","35264","","44","1398","7000","","","1116","4400","1116","4400","1276","6000","1346","7000","62","143","","9","E","624","Y","N","N","Springsure 62","N","N","Y","N","N","1816","47714","Y","Y","Y","N","N","N","N","B","2","IDQ55200","1806","A","0012","A","0618","A","1224","A","12","6","4","","","","","N","N","N","N","N","N","N","Y","-23.56763","148.1792","Y","AD"
"___","YSMH","LOG","QLD","YBRK-MO","Samuel Hill","YSMH","Y","Y","N","Y","Y","Y","0417 766 698","N","33308","YBBN-MWO","44","1500","8000","","","","","","","","","","","","","","","","","Y","N","N","Rocky","N","N","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDQ57200","","D","","","","","","","","","","","","","","N","N","N","N","N","N","N","Y","-22.75","150.63333","N","ALA"
"___","YCFL","LOG","QLD","UNKNOWN","Cape Flattery","YCFL","N","N","N","N","N","Y","","","31213","","45","","","","","-1","-1","","","","","","","","","","","","19","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-14.9672","145.3106","N","AD"
"___","YLZI","LOG","QLD","YBLT-MWO","Lizard Island","YLZI","N","N","N","N","N","N","","","","","45","","","","","-1","-1","","","","","","","","","","6","E","21","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","","","IDQ57300","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-14.67333","145.455","N",""
"___","YBWP","LOG","QLD","YBTL-MWO","Weipa","YBWP","Y","Y","N","Y","Y","Y","(07) 4069 9692","N","27045","","45","1297","7000","","","1177","4400","1177","4400","1237","6000","1297","7000","119","","","5","E","63","Y","Y","Y","","Y","Y","Y","N","N","1101","38248","Y","Y","Y","N","N","N","N","C","2","IDQ53700","1806","A","0012","A","0618","A","1224","A","12","6","4","","","","","N","N","N","N","N","N","N","Y","-12.67857","141.92538","N","AD"
"___","YBSG","LOG","QLD","YBTL-MWO","Scherger","YBSG","N","Y","N","Y","N","Y","(07) 4082 3268","N","27075","","45","1395","9000","","","","","","","","","","","117","","","5","E","","Y","N","N","","N","N","Y","N","N","","","N","Y","Y","N","Y","N","N","D","3","IDQ57100","","D","","","","","","","","","","","","","","N","N","N","N","N","N","N","Y","-12.62389","142.08722","N","AD"
"___","YNTN","LOG","QLD","YBCS-MO","Normanton","YNTN","Y","Y","N","N","N","Y","(07) 47451765","N","29063","YBTL-MWO","45","1197","6000","","","1097","4400","1097","4400","1197","6000","","","141","","","6","E","73","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDQ56100","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-17.685","141.07025","Y","AD"
"___","YMTI","LOG","QLD","YBCS-MO","Mornington Island","YMTI","Y","Y","N","N","N","Y","(07) 4745 7267","N","29182","YBTL-MWO","45","1237","6000","","","1127","4400","1127","4400","1227","6000","","","93","","","5","E","33","Y","N","N","Sweers Is","Y","Y","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDQ56400","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-16.66263","139.17793","N","ALA"
"___","YMBA","LOG","QLD","YBCS-MO","Mareeba","YMBA","Y","Y","N","N","N","Y","(07) 4092 6298","N","31210","YBTL-MWO","45","1636","6000","","","2230","4400","2230","4400","2230","6000","","","103","","","7","E","1560","Y","N","N","Cairns","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ55800","","A","","","","","","","13","","1","","","","","N","N","N","N","N","N","N","Y","-17.06911","145.41905","N","AD"
"___","YLHR","LOG","QLD","YBCS-MO","Lockhart River","YLHR","Y","Y","N","N","N","Y","(07) 4060 7006","N","28008","YBTL-MWO","45","1813","6000","","","1583","4400","1583","4400","1813","6000","","","120","","","5","E","77","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ54000","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-12.78708","143.30469","Y","AD"
"___","YKOW","LOG","QLD","YBCS-MO","Kowanyama","YKOW","Y","Y","N","N","N","Y","(07) 4060 5472","N","29038","YBTL-MWO","45","1195","6000","","","1095","4400","1095","4400","1195","6000","","","114","","","5","E","35","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ56500","2008","A","0214","A","0820","A","","","12","","3","","","","","N","N","N","N","N","N","N","Y","-15.48559","141.75142","Y","AD"
"___","YIFL","LOG","QLD","YBCS-MO","Innisfail","YIFL","N","Y","N","N","N","N","N","N","32197","YBTL-MWO","45","1934","6000","","","1384","4400","1384","4400","1934","6000","","","134","28","","7","E","46","N","N","Y","","N","N","N","N","N","","","N","N","Y","N","N","N","N","D","3","IDQ54200","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-17.55858","146.01162","N","ALA"
"___","YHID","LOG","QLD","YBTL-MWO","Horn Island","YHID","Y","Y","N","N","N","Y","(07) 4069 2615","N","27058","","45","1487","6000","","","1367","4400","1367","4400","1437","6000","","","80","135","","5","E","43","Y","N","N","Weipa 236","N","N","Y","N","N","","","N","Y","Y","Y","N","N","N","A","2","IDQ53800","1812","A","0018","A","0624","A","1206","A","18","6","4","","","","","N","N","N","N","N","N","N","Y","-10.58644","142.29003","Y","AD"
"___","YGTN","LOG","QLD","YBCS-MO","Georgetown","YGTN","N","Y","N","N","N","N","N","N","30124","","45","1315","6000","","","","","","","","","","","57","","","6","E","995","N","N","N","Georgetown","N","N","N","N","N","","","N","N","Y","N","N","N","N","D","3","IDQ55600","","W,T","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-18.30504","143.52991","N","ALA"
"___","YCKN","LOG","QLD","YBCS-MO","Cooktown","YCKN","Y","Y","N","N","N","Y","(07) 4069 6937","N","31209","YBTL-MWO","45","1974","6000","","","1644","4400","1644","4400","2054","6000","","","105","","","6","E","26","Y","N","Y","","N","N","Y","N","N","2244","12848","N","N","Y","N","N","N","N","D","3","IDQ54100","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-15.44466","145.18431","Y","AD"
